,Names,Age,Total_Purchase,Account_Manager,Years,Num_Sites,Onboard_date,Location,Company,Churn,Tenure_year,Years_x_Num_Sites,Log_Total_Purchase
704,Leslie Lopez,50.0,10358.08,0,5.41,8.0,2014-07-31 11:31:11,"7364 Jessica Way New Jeremyside, ND 50029",Copeland Inc,0,Mid,43.28,9.245618708781443
705,Richard Jackson,46.0,7638.13,1,4.91,9.0,2007-03-15 05:45:30,"8169 Catherine Dam Grantville, MN 89963",Riley Group,0,Mid,44.19,8.941039001330841
706,Kevin Gordon MD,42.0,10807.46,1,6.74,7.0,2007-10-10 17:28:55,"66383 Williams Brooks Lake Richardside, NJ 36694","Dougherty, Guzman and Martin",0,Old,47.18,9.288084439800215
707,Dean Spears,37.0,11945.5,1,5.37,8.0,2008-07-03 06:37:54,"25364 Snyder Bridge Cookton, WI 66968",Watkins-Gill,0,Mid,42.96,9.388193627430585
708,Kara Barnett,48.0,13597.5,0,6.45,8.0,2013-02-05 22:34:09,"5248 Cameron Ridges Suite 289 East Jeffreyport, MP 00728",Roberson Group,0,Old,51.6,9.517714771523654
709,Kelly White,47.0,7364.12,1,3.65,9.0,2012-05-01 20:06:26,"77842 Jeffrey Common North Johnnytown, ND 76045",Allen LLC,0,Mid,32.85,8.904510622043018
710,Laura Turner,42.0,8934.99,1,6.21,8.0,2010-10-26 19:01:20,"46278 Austin Views Apt. 675 Port Paulfurt, KS 08809-6244","Johnson, Myers and Martinez",0,Old,49.68,9.097842221679477
711,Hannah Mack,34.0,13672.54,0,6.05,6.0,2016-05-03 13:19:04,"412 Martin Village Apt. 913 Debbieside, NH 82863","Phillips, Shepherd and Davis",0,Old,36.3,9.523217857422292
712,Christina Farmer,44.0,9446.84,0,4.59,10.0,2008-11-26 23:15:26,"95806 Fuller Crossroad Suite 269 Lake Denise, VA 86649",Gutierrez-Doyle,0,Mid,45.9,9.153541422932786
713,Patricia Deleon,36.0,11082.13,0,4.84,9.0,2012-05-04 16:54:43,"6857 Sean Heights New Caitlin, OR 57302",Cannon-Blevins,0,Mid,43.56,9.313179411382942
714,Peggy Rodriguez,38.0,10005.91,1,5.44,9.0,2009-03-31 19:37:44,"21549 Williams Ways Suite 186 East Crystalville, NV 65321",Brown LLC,0,Mid,48.96,9.211031133345605
715,Steven Price,38.0,11227.39,1,5.71,9.0,2011-05-04 07:23:43,"586 Gregory Gateway Suite 935 Port Deborah, OK 46332",Tran-Morris,0,Mid,51.39,9.326200671470632
716,Linda Mason,34.0,13574.25,0,5.2,9.0,2010-01-30 19:50:16,Unit 7583 Box 3011 DPO AP 05481,"Ballard, Underwood and Brown",0,Mid,46.800000000000004,9.516003560838822
717,Edward Rhodes,46.0,7876.84,1,6.41,10.0,2015-08-02 10:45:13,"56573 Emily Falls Apt. 917 Simpsontown, VA 11466-4489",Walker and Sons,0,Old,64.1,8.971809033601327
718,Martin Williams MD,39.0,10413.93,0,3.75,11.0,2009-09-17 13:18:33,"9373 Carpenter Spur Michellebury, UT 07973",Valdez Group,0,Mid,41.25,9.250995632597114
719,Molly Perez,36.0,11079.61,1,4.12,9.0,2011-09-16 01:39:35,"236 Smith Lake Suite 670 West Charles, OK 98173",Allen PLC,0,Mid,37.08,9.312952012937476
720,David Hernandez,36.0,12192.94,1,6.46,9.0,2015-02-03 20:54:14,"719 Kenneth Port Suite 911 New Micheal, GU 32134",Lane and Sons,0,Old,58.14,9.408694386002974
721,Brendan Garcia,47.0,9101.71,0,4.11,6.0,2013-07-20 00:18:40,USS Reed FPO AE 89292-3816,"Arnold, Skinner and Strickland",0,Mid,24.660000000000004,9.116327450368471
722,Curtis Phillips,38.0,12978.81,0,7.94,7.0,2011-07-21 16:04:43,Unit 6530 Box 3626 DPO AA 16636-7105,Sweeney-Hall,0,Old,55.580000000000005,9.471150352246477
723,Frank Mann MD,43.0,8007.18,1,5.45,8.0,2009-04-13 22:54:21,"40205 Sellers Ville Apt. 983 Melanieview, DC 06529","Carter, Johnson and Franklin",0,Mid,43.6,8.988218798264919
724,Wayne Clark,43.0,6471.68,0,4.93,9.0,2008-06-19 01:29:54,"72663 John Turnpike West Ryan, NY 72119-1924",Brown-Coleman,0,Mid,44.37,8.77534552120424
725,Carol Johnston,33.0,14160.05,1,4.61,7.0,2015-11-19 09:40:39,"303 Brittany Landing Suite 749 Meghanmouth, TX 27021-4399",Lewis-Wilson,0,Mid,32.27,9.55825051704092
726,Cameron Brown,39.0,11490.75,0,4.93,8.0,2014-12-23 02:56:42,"783 Reyes Extension Suite 224 North Angela, IA 45864",Shaw-Jackson,0,Mid,39.44,9.349384665598716
727,Jacob Gutierrez,40.0,11338.94,0,6.23,7.0,2007-08-17 09:17:57,"8489 Christopher Circles Apt. 542 Sarahmouth, AL 61019-4480",Parrish LLC,0,Old,43.61,9.336086286262455
728,Caitlin Johnston,28.0,11245.38,0,6.72,8.0,2016-09-12 09:29:39,"42425 John Estates Lake Jonathanshire, NJ 46554",Yang Ltd,0,Old,53.76,9.327801578073212
729,Monica Graham,40.0,13987.59,1,5.58,7.0,2016-02-29 07:42:15,"3077 George Views Suite 883 Vangmouth, WI 86289",Anderson Group,0,Mid,39.06,9.545997276304337
730,Andrew Gates,48.0,12810.16,0,2.21,10.0,2015-03-27 04:57:10,"779 Jeremy Road Port Ryan, CO 89095-3953","Conner, Brown and Johnson",0,New,22.1,9.45807194504548
731,Alyssa Pitts,45.0,10976.03,0,4.5,10.0,2014-07-13 21:28:58,"881 Neal Mill Apt. 098 West Alexandra, RI 98586-9878","Smith, Anderson and Reyes",0,Mid,45.0,9.303560186670737
732,Robert Rowe,48.0,7737.57,1,4.19,9.0,2009-05-29 14:47:18,"16913 Robyn Overpass Apt. 119 Roweberg, MO 99456",Woods-Durham,0,Mid,37.71,8.95397219499259
733,Keith Perez,45.0,7748.34,0,4.2,8.0,2008-10-29 16:46:06,"467 Shannon Islands Apt. 468 Higginsville, GU 54051",Jensen-Smith,0,Mid,33.6,8.955362957430642
734,Benjamin Davenport,55.0,8270.52,1,5.15,8.0,2014-02-27 17:24:46,"7834 Day Garden Petersonburgh, ME 76865-5379",Morris Group,0,Mid,41.2,9.02057356798527
735,Joshua Turner,32.0,11715.72,0,4.73,9.0,2010-11-01 04:57:14,"8092 Travis Forge Suite 409 New Glenn, NH 92763",Neal Inc,0,Mid,42.57000000000001,9.368772160480683
736,Mathew Rivera,48.0,9219.4,1,5.91,6.0,2011-04-08 02:52:44,"05272 Angela Unions Suite 032 Lewischester, WV 61156-3281",Zamora-Cherry,0,Mid,35.46,9.129173699557523
737,Richard Underwood,45.0,5347.74,1,5.62,10.0,2014-07-27 23:34:41,"366 Jeremy Bypass North Kristin, NE 62364-9040",Gamble Ltd,0,Mid,56.2,8.584616298133579
738,Cathy Carney,42.0,9261.41,0,3.92,9.0,2009-06-27 05:38:40,"7816 Cynthia Unions Apt. 858 Elizabethhaven, KY 51905-4106",Carr and Sons,0,Mid,35.28,9.133719552957945
739,John Harris,41.0,11789.33,0,4.61,9.0,2006-04-07 11:18:36,"6339 Julie Canyon Apt. 275 Marshallchester, OK 68644",Barrett-Carrillo,0,Mid,41.49,9.375034982961592
740,John Walter,44.0,14023.22,1,3.49,10.0,2015-07-16 05:42:31,"80309 Davis Estate North Kelseyville, SC 01422-4929","Kennedy, Flores and Morris",0,Mid,34.900000000000006,9.548541113871066
741,Michael Lopez,36.0,9993.5,0,6.6,6.0,2014-02-25 02:59:02,"6626 Samantha Port Apt. 143 West Jennifermouth, SC 62851","May, King and Murray",0,Old,39.599999999999994,9.209790220670701
742,Erik Martinez,41.0,6535.91,0,4.83,11.0,2014-02-17 08:26:10,"9780 Michelle Gateway Apt. 049 Lake Gabriellemouth, OK 06225",Martinez-Roberts,0,Mid,53.13,8.785219855734566
743,Sally Velazquez,44.0,12835.19,1,5.44,7.0,2015-06-05 22:58:50,"3227 Lin Port Ambermouth, WI 81808-7704","Patterson, Clark and Garrison",0,Mid,38.080000000000005,9.460023804239237
744,Thomas Spears,42.0,11654.34,0,5.06,10.0,2007-08-04 11:12:32,"5651 Ryan Roads Apt. 091 New Jenniferstad, OR 83943-6211","Chandler, Rivera and Fleming",0,Mid,50.599999999999994,9.363519723073534
745,Robin Sanchez,45.0,12200.96,1,4.7,6.0,2007-07-04 07:12:42,"2464 Cynthia Haven Apt. 333 Cynthiaport, FM 93220","Arellano, Smith and Lang",0,Mid,28.200000000000003,9.409351873555302
746,Janet Hayden,34.0,12813.91,0,2.41,7.0,2006-01-17 22:25:40,"118 Linda Street Suite 025 Hunterberg, WA 50583","Bishop, Edwards and Webb",0,New,16.87,9.458364615753611
747,Francisco Moore,36.0,10345.19,1,4.84,10.0,2016-04-22 21:07:11,"7433 Matthew Stream South Susan, NE 04017-0029",Carrillo-Potts,0,Mid,48.4,9.24437361498018
748,Tony Boone,49.0,8232.11,0,6.84,8.0,2006-04-18 10:56:21,"1484 Carter Court Stephentown, FL 02705-7717",Lopez-Nelson,0,Old,54.72,9.015919108073982
749,Phillip Spears,52.0,14838.84,0,5.12,8.0,2010-03-20 11:41:52,"30813 Ponce Street Apt. 308 Nashville, MN 56455-2134",Welch-Houston,0,Mid,40.96,9.60507073499209
750,Brandon Ballard,43.0,9541.45,0,6.05,8.0,2008-09-27 05:35:16,"97254 Ward Stravenue North Melanie, DE 04764",Graham-Allen,0,Old,48.4,9.163505544888602
751,Christopher Johnson,46.0,7424.11,0,4.83,9.0,2006-10-26 00:50:30,"2804 Joel Station New Jennifer, DC 36785",Garcia-Moore,0,Mid,43.47,8.912622778375978
752,Brian Torres,37.0,7062.59,1,4.56,9.0,2007-11-12 04:16:54,"4475 Stephanie Plaza Apt. 569 West Taylorchester, CT 29697-0584",Johnson Group,0,Mid,41.04,8.862708699829263
753,Cheryl Hayes,51.0,10776.82,0,5.1,5.0,2007-05-01 20:48:18,"667 Diaz Row Garnerview, IN 81368-5410","Hill, Roberts and Melendez",0,Mid,25.5,9.2852455976674
754,Steven Mendoza,50.0,13247.31,0,3.48,6.0,2010-06-25 21:01:36,"6699 John Burg Suite 410 West Wendyview, PW 56120",Caldwell-Vargas,0,Mid,20.88,9.491625276109724
755,Randy Hill,40.0,8610.43,1,5.08,7.0,2014-06-28 01:42:32,"9446 Gregory Mountain New Elizabethberg, AL 36341",Johnston Group,0,Mid,35.56,9.060845669577606
756,Beth Fitzgerald,48.0,8863.36,0,6.35,7.0,2008-03-24 13:32:50,"63692 Lucas Neck Apt. 112 North Kevinshire, NH 24241-9525","Gonzalez, Gilbert and Wall",0,Old,44.449999999999996,9.089794021880762
757,Angela Ross,39.0,13574.53,1,5.69,10.0,2014-04-23 10:59:55,"1008 Ricky River Port Joshua, GA 42542",Miller-Ramirez,0,Mid,56.900000000000006,9.516024186397278
758,Teresa Higgins,41.0,14216.37,1,1.81,8.0,2013-11-09 11:05:40,"34494 Luke Gateway Apt. 508 East Jason, WV 91110",Martin PLC,0,New,14.48,9.56221973547817
759,Andrew Hester,48.0,11555.21,1,4.45,8.0,2007-09-18 14:11:53,"614 Wilson Extensions New Richardshire, AK 59247",Woodward-Bruce,0,Mid,35.6,9.354978233798995
760,Laura Williams,55.0,5720.98,1,6.63,8.0,2013-01-30 01:58:46,"147 Antonio Roads South Sara, KY 70646-6480",Mcneil-Hayes,0,Old,53.04,8.652070178322576
761,Vanessa Hodge,38.0,8370.15,0,8.6,5.0,2009-01-24 14:58:51,"29252 Powell Brook Suite 931 Port Scottland, MT 15769-3539",Li Ltd,0,Old,43.0,9.032546549505605
762,Amy Stanley,43.0,9060.28,1,4.95,6.0,2010-10-15 11:16:01,"906 Kelly Courts Suite 424 Lake Michaelborough, NV 63970",Johnson-Nelson,0,Mid,29.700000000000003,9.111765669411097
763,Brenda Ruiz,44.0,7193.84,0,6.22,7.0,2016-07-11 08:00:39,"34011 Montgomery Terrace Reynoldsmouth, MI 62031-7230",Avery Inc,0,Old,43.54,8.881119381409162
764,William Krause,42.0,11225.96,0,5.89,7.0,2013-05-31 14:29:06,USNV Perry FPO AP 32236-2293,"Hall, Hernandez and Palmer",0,Mid,41.23,9.32607330761285
765,David Bowers,49.0,12893.19,0,5.13,7.0,2009-09-04 00:38:23,"5737 Bowman Throughway Suite 494 Port Austinbury, AK 56390-6671","Anthony, Walter and Moore",0,Mid,35.91,9.464532101297907
766,David Grant,45.0,13896.99,0,4.26,8.0,2009-11-11 23:33:43,"2974 Melvin Fords Suite 760 East Jacob, PR 90451-9722","Bryan, Small and Meyer",0,Mid,34.08,9.539499504346024
767,Dominique Schneider,43.0,12378.57,1,4.04,8.0,2007-07-08 06:00:00,"68378 Jeffrey Locks Apt. 678 Gibbsstad, OR 40474",Ford LLC,0,Mid,32.32,9.423802812194333
768,Martin Avila,42.0,11768.71,1,6.24,7.0,2007-05-31 09:21:30,"652 Yvette Forks Webbmouth, OH 61071-0774",Arnold-Mitchell,0,Old,43.68,9.37328456103829
769,Dean Beck,32.0,8011.38,0,5.35,10.0,2013-12-21 04:31:52,"9161 Carmen Village Ernestfort, RI 88511-5609",Wade-Parker,0,Mid,53.5,8.988743124517711
770,Kevin Powell,43.0,16955.76,0,7.04,8.0,2007-11-14 07:55:14,"33165 Joshua Streets Suite 299 Josephchester, ID 54756",Carroll Ltd,0,Old,56.32,9.738421853360013
771,John Barber,43.0,10530.33,1,4.14,7.0,2014-02-16 04:04:23,"74415 Maxwell Walks Apt. 242 North Brandonland, AR 13900-6164",Taylor-Patel,0,Mid,28.979999999999997,9.262109902945088
772,Sylvia Sherman,42.0,11783.81,1,5.27,7.0,2010-09-27 05:53:21,"451 Diaz Trafficway Mckinneymouth, AK 73479-7853",Robinson PLC,0,Mid,36.89,9.374566693051044
773,Susan Lucero,48.0,8824.84,1,5.93,7.0,2014-01-15 02:11:40,"043 Anne Radial Ryanside, MN 70005-6155","Carpenter, Tran and Nelson",0,Mid,41.51,9.085439061407753
774,George Parker,46.0,9737.34,1,5.17,8.0,2015-03-29 06:41:20,USCGC Walker FPO AA 31720,"Chavez, Ross and Howard",0,Mid,41.36,9.183825950900033
775,Zachary Sanchez,49.0,8131.64,1,7.1,7.0,2011-04-27 00:14:40,"39704 Troy Pines Suite 887 South Amber, WI 13510",Dawson-Porter,0,Old,49.699999999999996,9.003640873077906
776,Tamara Williams,31.0,12264.68,1,5.88,8.0,2014-01-14 14:18:04,"524 Taylor Lights Garrettfort, IA 35266",Tucker PLC,0,Mid,47.04,9.414560397471254
777,Kathleen Marquez,35.0,3825.7,0,4.28,8.0,2006-05-15 18:02:51,"984 Gallagher Circle Port Gregorytown, MD 59029","Steele, Nguyen and Lewis",0,Mid,34.24,8.249758091968902
778,Carrie Williams,44.0,11597.38,0,3.45,7.0,2006-03-07 22:29:58,"895 Miller Key Suite 001 Port Craigport, TX 36874",Tucker Inc,0,Mid,24.150000000000002,9.358620712169351
779,Joel Johnson,55.0,5977.46,1,5.02,7.0,2010-03-04 05:46:08,"79373 Emily Parks Apt. 387 Greerfort, KS 65696-2400",Jenkins Group,0,Mid,35.14,8.695918288695786
780,Joshua Cooper,41.0,9608.45,0,5.81,7.0,2008-10-26 14:34:31,"097 Sherry Stream Apt. 739 North Annebury, ID 33014-7371",Patel-Frederick,0,Mid,40.669999999999995,9.170502268276573
781,Amber Evans,37.0,10348.37,1,7.65,6.0,2006-04-20 00:24:51,"1753 John Lights Suite 716 New Bradleyberg, TN 82631-5891",Weiss-Kelly,0,Old,45.900000000000006,9.24468092727567
782,John Hawkins,41.0,13135.26,1,5.27,9.0,2014-01-05 13:07:09,"941 Alan Glens Suite 569 Shannonborough, NM 03091-2099",Smith Ltd,0,Mid,47.42999999999999,9.483131624431776
783,Scott Ingram,34.0,12760.01,0,3.87,8.0,2007-02-02 12:44:23,"574 Lee Corners Apt. 841 Russellborough, NV 32119",Carlson-Johnson,0,Mid,30.96,9.454149707371315
784,Steven Blankenship,39.0,9848.4,1,6.73,10.0,2011-03-28 01:58:13,"2165 Williams Vista Apt. 849 South Colleen, GU 38418-9285",Baker-Rios,0,Old,67.30000000000001,9.195165818605236
785,Bailey Carroll,37.0,11517.19,1,8.34,11.0,2009-08-16 05:26:52,"3738 Kiara Rue Suite 215 South Connor, VA 29347",Lutz Inc,0,Old,91.74,9.351682803849991
786,Barbara Watkins,37.0,8316.89,0,3.6,8.0,2014-09-17 10:05:20,"86043 Michael Ridge Lindseyland, SD 36903-4426","Benitez, Durham and Lee",0,Mid,28.8,9.026163895882643
787,James Wallace,40.0,7762.73,1,4.66,10.0,2008-07-26 03:12:54,"0613 Kidd Springs Apt. 467 Nicholasville, VI 42395","Williams, Huffman and Gibson",0,Mid,46.6,8.957218167795489
788,Joshua Brown DVM,49.0,13510.96,1,6.39,9.0,2006-09-24 02:31:26,"4708 Walker Underpass Apt. 264 West David, NE 49246-4362","Shaw, Williams and Andrade",0,Old,57.51,9.511330498151697
789,Whitney Kennedy,42.0,10442.37,0,5.58,5.0,2006-04-05 12:31:49,"6414 Jesus Knoll Apt. 139 Downsshire, VT 78464",Bates-Underwood,0,Mid,27.9,9.253722606283773
790,David Allen,35.0,10550.87,1,5.72,9.0,2010-04-21 15:26:30,"2900 Daniel Extension South Theodorefurt, OH 44883",Smith PLC,0,Mid,51.48,9.26405837438191
791,Joshua Brown,31.0,5304.6,0,5.29,9.0,2008-04-13 02:54:26,"0495 Jessica Forge Toddfort, VT 54080-8512",Wang and Sons,0,Mid,47.61,8.576518145500922
792,Cristian Sanchez,44.0,10157.21,0,6.14,7.0,2006-10-05 17:23:08,"78444 Carla Ports Suite 763 Savagechester, IL 62536",Thornton and Sons,0,Old,42.98,9.226037524508397
793,Stephanie Martinez,42.0,12975.35,1,4.47,7.0,2006-09-19 17:17:11,"533 Smith Hills South Antonioview, WA 32566-3457","Nash, Grant and Chen",0,Mid,31.29,9.470883748864429
794,Christine Jenkins,38.0,6574.25,0,6.18,9.0,2008-12-15 20:01:27,"3542 Dawn Lane Williamchester, UT 01039","English, King and Green",0,Old,55.62,8.791067879136804
795,Michelle Davis,33.0,12638.51,1,5.01,8.0,2006-11-08 06:36:15,"9180 Amanda Prairie Apt. 887 Grayborough, WA 18335",Watts-Kennedy,0,Mid,40.08,9.44458290112665
796,Adam Porter,48.0,10746.37,1,4.22,8.0,2006-02-18 01:22:53,"92600 Kevin Cape South Sandraberg, NH 47456-5208",Anthony-Wood,0,Mid,33.76,9.282416352461041
797,David Murray,46.0,12873.63,1,5.73,7.0,2006-10-19 06:20:10,"8008 Steven Shore North Richard, PW 07747","Lawson, Lee and Robertson",0,Mid,40.11,9.46301398725492
798,Cynthia Wood,49.0,12681.35,0,3.68,5.0,2014-05-24 05:29:40,"589 Mary Vista Lake Craig, CO 88641","Washington, Mcdaniel and Lambert",0,Mid,18.400000000000002,9.44796654204979
799,Kenneth Johns,46.0,7730.53,1,5.3,8.0,2008-10-30 12:58:22,"226 Riley Neck Suite 180 Kristopherbury, LA 76071",Campbell-Moore,0,Mid,42.4,8.953062052138185
800,Jason Dickson,46.0,8603.6,0,6.44,9.0,2012-03-19 22:07:11,"645 Jasmine Brook Cesarbury, AZ 68978-8729",Ayers Ltd,0,Old,57.96,9.060052222963222
801,Johnny Jones,42.0,8218.63,0,5.9,9.0,2007-12-27 06:36:33,"275 Mitchell Stravenue Barnesmouth, AZ 23615",Taylor Group,0,Mid,53.1,9.014280474871697
802,Rodney Miller,34.0,9401.99,1,8.25,9.0,2012-06-30 00:44:45,"10592 Kimberly Fields Suite 700 New Ericchester, GA 52658-8666","Leonard, Martinez and Bush",0,Old,74.25,9.148783002786136
803,Tracy Jones,39.0,6127.84,0,4.22,9.0,2011-01-08 01:56:09,"417 Eric Overpass Williamfurt, MT 69664","Thompson, Bailey and Hernandez",0,Mid,37.98,8.720760777744426
804,Greg Swanson,44.0,11794.91,0,6.32,6.0,2013-02-20 19:36:40,"446 Rodney Ridge Suite 282 West Williamside, MA 83236",Jackson-Garcia,0,Old,37.92,9.375508140201076
805,Bradley Bennett,41.0,8143.38,1,2.64,5.0,2008-11-11 18:59:37,"04046 Shelby Rapid Blackport, KS 68644","Fisher, Moore and Miles",0,New,13.200000000000001,9.005083397819632
806,Michael Anderson,40.0,11873.76,1,6.5,8.0,2011-08-22 14:22:42,"92927 Chavez Fork Brownhaven, WV 20848-9320","Matthews, Burns and Miller",0,Old,52.0,9.38217041817229
807,Katherine Sandoval,22.0,11254.38,1,4.96,8.0,2012-06-23 08:40:29,"3092 Theresa Neck Carrilloport, RI 12639-5926","Monroe, Ferguson and White",0,Mid,39.68,9.328601515542985
808,James Hensley,46.0,8951.42,0,4.13,8.0,2009-06-03 01:34:19,"62940 Hill Alley Apt. 148 South Laurahaven, OR 94753-3273",Leblanc-Torres,0,Mid,33.04,9.099679165781279
809,Christopher Beasley,43.0,8662.18,1,7.31,8.0,2010-04-17 08:59:35,"3589 Ashley Crest Suite 345 North Jennifer, OH 77938",Harris Inc,0,Old,58.48,9.066837139695751
810,Kayla Lopez,41.0,8427.12,0,4.37,6.0,2012-01-15 12:01:37,USNS Mckenzie FPO AA 31440-7156,Castro PLC,0,Mid,26.22,9.039329013076157
811,Jonathan Ali,55.0,11555.42,0,4.86,10.0,2006-10-28 02:07:22,Unit 7484 Box 5607 DPO AP 65812,"Osborne, Bailey and Lam",0,Mid,48.6,9.354996405681643
812,Kenneth Wilkerson,42.0,11670.32,0,5.51,7.0,2014-08-05 21:37:57,Unit 8005 Box 5636 DPO AA 90315-7695,"Aguilar, Kelly and Fuentes",0,Mid,38.57,9.364889829423932
813,Alex Banks,36.0,8918.52,0,3.62,8.0,2016-09-18 16:37:16,"2109 Moore Lights North Heatherberg, NY 99942",Jones-Meyers,0,Mid,28.96,9.095997412466962
814,Brendan Higgins,34.0,13976.64,0,5.16,8.0,2010-12-24 13:44:30,"10155 Alison Tunnel Suite 682 Gonzalesside, GA 06335",Ballard-Allen,0,Mid,41.28,9.54521418894794
815,Monique Neal,44.0,6498.85,0,6.34,9.0,2008-03-19 07:19:33,"059 Sara Lodge Suite 123 Moorefurt, HI 95162-5163",Moreno-Jacobs,0,Old,57.06,8.779534378694375
816,Kristen Bishop,39.0,9303.36,0,4.19,10.0,2013-01-20 08:27:05,"91214 Samuel Hill Apt. 375 New Josephfurt, PA 94380",Underwood-Alvarado,0,Mid,41.900000000000006,9.138238386485197
817,Amber Martin,40.0,8083.76,0,4.76,7.0,2009-02-24 20:56:56,"5487 Rodriguez Fork Ballberg, MP 65143-5880",Kelly-Greene,0,Mid,33.32,8.997736086969498
818,Eric Terry,42.0,16371.42,1,3.84,10.0,2014-12-18 16:51:16,"2384 Lucero Trafficway Suite 201 Campbellchester, SD 24554-7364",White-Thomas,0,Mid,38.4,9.703353490838097
819,Troy Ochoa,32.0,5756.12,0,5.9,8.0,2012-01-05 12:42:04,"35985 Strong Islands South Kennethshire, LA 68247-0544",Roberts-Schaefer,0,Mid,47.2,8.658192628648255
820,Michael Colon,41.0,9574.64,1,3.72,7.0,2016-04-07 20:08:46,"1293 John Tunnel Apt. 730 Lake Tara, NH 26653-6543",Guzman Group,0,Mid,26.040000000000003,9.166977652546175
821,Charles Mcgrath,42.0,6623.97,0,5.4,8.0,2015-06-11 23:41:45,"324 Krista Springs South Antoniohaven, ME 39849",Adams-Gibbs,0,Mid,43.2,8.798601122542284
822,Zachary Johnson,28.0,8670.98,0,3.99,6.0,2006-05-11 12:19:57,"88565 Wright Loop East Kyle, AS 27859",Johnson-Conley,0,Mid,23.94,9.067852417403705
823,Jennifer Bradley,48.0,10399.19,1,5.07,11.0,2015-01-03 14:16:08,"PSC 4851, Box 1322 APO AP 39599","Huff, Rowland and Taylor",0,Mid,55.77,9.249579354193353
824,Kenneth Sanchez,40.0,12542.76,1,5.03,8.0,2016-11-21 11:16:13,"832 Rachael Fort Suite 115 Lake Danielville, IL 18568-3278",Kelly Ltd,0,Mid,40.24,9.436978609754096
825,Colleen Morgan,46.0,11832.86,1,6.01,8.0,2007-12-20 04:37:53,"85111 Sims Tunnel New Davidton, NV 81446-6413","Macias, Mcpherson and Rowe",0,Old,48.08,9.378720192847242
826,Jay Hunter,33.0,12249.96,0,2.96,8.0,2014-09-08 03:31:31,"1294 Greer Run Apt. 108 South Justin, FM 28734",Ayers-White,0,New,23.68,9.413359580249251
827,Joshua Lang,49.0,11695.04,1,5.64,9.0,2007-12-10 01:48:51,"126 Mooney Corners Port Anthonyborough, SD 31819",Simmons and Sons,0,Mid,50.76,9.367005601956352
828,Krista Ashley,41.0,9000.05,0,5.59,6.0,2013-02-10 08:18:44,"50771 Miller Mall East Lauraburgh, TX 75798-7004",Evans and Sons,0,Mid,33.54,9.105096516179996
829,James Stevens,44.0,12400.33,1,5.18,3.0,2007-07-18 07:06:46,USNV Johnson FPO AA 53865-7362,Sims-Cole,0,Mid,15.54,9.42555900390591
830,Megan Edwards,30.0,13473.35,0,3.84,10.0,2010-05-11 09:22:13,USNS Hill FPO AA 50331,Sanchez LLC,0,Mid,38.4,9.508543157136925
831,Vanessa Romero,44.0,12227.39,0,6.46,7.0,2009-12-10 23:22:40,"6571 Barbara Junctions Buckleychester, PA 35917-7024","Smith, Wilson and Reeves",0,Old,45.22,9.41151557651586
832,Austin Branch,38.0,10788.67,0,4.98,7.0,2006-08-05 03:13:35,"29954 Burns Lake Apt. 491 Lake Dana, KY 85990",Daniels PLC,0,Mid,34.86,9.286344473910527
833,Taylor Brown,37.0,10076.71,0,6.5,7.0,2013-01-17 12:39:52,"996 Lopez Place Davidfurt, SD 52712-6329","Villanueva, Woods and Johnson",0,Old,45.5,9.218081333275816
834,William Pearson,28.0,11204.23,0,3.67,11.0,2012-10-25 20:54:44,"01565 Wilson Shoals Apt. 795 Port Eduardoview, ND 57078",Hernandez-Montgomery,0,Mid,40.37,9.324135912575008
835,Heidi Butler,39.0,14425.74,0,5.91,6.0,2009-03-05 10:23:56,"939 Elizabeth Tunnel Suite 840 Jamestown, MO 38646-5669",Gardner PLC,0,Mid,35.46,9.576838708018633
836,John Williams,46.0,9988.68,1,5.44,8.0,2015-01-27 17:01:19,"99930 Ferrell Estate Suite 343 Kempberg, UT 24672-0591","Parker, Salas and Martinez",0,Mid,43.52,9.20930783909753
837,Gina Johnson,43.0,8261.89,0,7.36,9.0,2008-03-25 15:58:18,"1975 Lawson Ford East Tylerchester, OK 01485",Nguyen-Pratt,0,Old,66.24000000000001,9.019529684256288
838,Brittany Walker,34.0,9779.12,0,5.89,9.0,2009-02-10 13:48:04,"2835 Laura Cape West Sean, PR 08293",Trevino LLC,0,Mid,53.01,9.188107032892239
839,Lauren Campos,51.0,10328.42,1,5.12,7.0,2015-05-14 11:28:50,"123 Corey Divide Suite 626 New Hannahtown, KY 62519",Cannon Inc,0,Mid,35.84,9.242751413393135
840,Jennifer Garcia,38.0,12913.55,1,4.73,7.0,2007-11-16 01:02:38,"9071 Erickson Ridges Apt. 133 Glennberg, NE 87693",Williams LLC,0,Mid,33.11,9.466109861717328
841,Mary Allen,37.0,7189.31,0,6.87,10.0,2016-02-01 20:36:49,"421 Scott Prairie Christinaville, FM 11471-2940","Alvarado, Davis and Johnson",0,Old,68.7,8.880489565223757
842,Ethan Cordova,39.0,18026.01,1,3.82,9.0,2016-02-28 07:42:24,"482 Wells Mountain New Jason, AL 66002",Scott PLC,0,Mid,34.379999999999995,9.799626467725354
843,Anthony Molina,26.0,8939.61,0,4.54,7.0,2007-09-22 09:46:47,"255 Olson Mountain Maryshire, WA 83173-0377","Brown, Johnson and Fowler",0,Mid,31.78,9.09835909850201
844,David Compton,50.0,11294.45,1,2.17,10.0,2013-08-07 17:40:46,"292 John Course Apt. 691 Avilaburgh, ME 94092-4006",Larsen PLC,0,New,21.7,9.332155268745936
